sentence	gender	duration	audio
kupanga kabla ya kutenda pia ni wavumilivu 	female_feminine	4.99165625	common_voice_sw_30104789.wav
wanena na wangasa bila kusahau wangindo na wangoni 	female_feminine	5.7675	common_voice_sw_30327359.wav
husajiliwa kwa kunakili madaftari ya familia yanayojenga ukoo husika nakala ya madaftari haya hukaa 	female_feminine	9.2235	common_voice_sw_35181587.wav
wakati wa uhuru wa kenya sehemu hii ikaingizwa katika jamhuri ya kenya 	female_feminine	6.5235	common_voice_sw_30055820.wav
aliwahi kucheza timu ya taifa ya japani 	female_feminine	3.2475	common_voice_sw_29686870.wav
kisiwa hicho kina miti inayopatikana hapo peke yake 	male_masculine	4.7955	common_voice_sw_30635688.wav
ti wake alipokuwa anahamishwa kutoka angola kurudi nchini congo 	male_masculine	6.8835	common_voice_sw_35683669.wav
tembo ana ukubwa wa tani saba 	male_masculine	4.30765625	common_voice_sw_30629947.wav
baada ya uhuru ziliundwa jaumuiya mbalimbali za ushirikiano 	female_feminine	6.68365625	common_voice_sw_30003900.wav
blob anaweza kujua kila harufu ya vitu mbalimbali 	male_masculine	5.6955	common_voice_sw_29935031.wav
pwani ya kenya ilikodishwa kwa waingereza na wakati wa uhuru 	male_masculine	5.6235	common_voice_sw_30634574.wav
pia wale wanaosafirisha mizigo kupeleka nje ya nchi 	male_masculine	4.0395	common_voice_sw_30376329.wav
hatua izo zilihusisha kuwaachilia huru watumwa ndani ya meli zinazokamatwa 	female_feminine	6.1275	common_voice_sw_29939423.wav
uingereza walikubali kuwapa uhuru kamili tanganyika 	female_feminine	4.3635	common_voice_sw_30028915.wav
ya watu ambao hawakuwa wamevaa barakoakitendo hicho kwa wakosoaji wake kilimweka katika kundi 	female_feminine	7.6035	common_voice_sw_35206744.wav
meneja wa benki aliwasajili wafanyikazi wapya 	female_feminine	5.7675	common_voice_sw_34598893.wav
na visa vya kulipiza kisasi katika eneo la joes 	male_masculine	4.3635	common_voice_sw_36310803.wav
kwa kawaida mhusika ni mkristo lakini si lazima 	female_feminine	5.3355	common_voice_sw_28672908.wav
harlem new york iliyokuwa kitovu cha kiutamaduni kwa waamerika weusi hapa alienda kuzunguka mitaani 	female_feminine	7.8555	common_voice_sw_37217571.wav
wengi wao hawakuwa na ithibati ya kumiliki mashamba 	male_masculine	5.4075	common_voice_sw_30327485.wav
hayo yote ni mavazi yalioletwa na utawala wa kiarabu na kiislamu 	female_feminine	4.9755	common_voice_sw_34822686.wav
sir alex ameifanyia mambo makubwa sana manchester united 	female_feminine	5.5875	common_voice_sw_30028679.wav
kutoka siku hiyo alikimbia na kujificha maeneo mbali mbali ya nchi 	female_feminine	5.9475	common_voice_sw_30314561.wav
jina la saanane limetokana na muanzilishi wa bustani saanane chawande 	male_masculine	6.4875	common_voice_sw_29822738.wav
ni funguvisiwa kubwa kabisa duniani 	male_masculine	4.7235	common_voice_sw_28662085.wav
hawakuruhusiwa kushiriki katika uchaguzi mkuu 	male_masculine	4.2555	common_voice_sw_30575388.wav
baada ya kuishi muda mfupi kama mkaapweke alianzisha shirika la masista wa familia takatifu 	female_feminine	6.8475	common_voice_sw_29488570.wav
yakwetu yote yalikuwa si mema nasi tukaanza kuyaacha 	female_feminine	5.8035	common_voice_sw_29788171.wav
kanda hii inasemekana kuwa mojawapo ya maeneo yenye watu wengi 	male_masculine	4.5075	common_voice_sw_29987441.wav
akiwatolea huduma zake panteno wa chuo cha aleksandria alikwenda india 	male_masculine	9.7275	common_voice_sw_35409068.wav
mbuni dume anapotaka uzao anaanza kupanda jike analomiliki 	female_feminine	4.7955	common_voice_sw_30653521.wav
watu wenye virusi vya corona kutoka kwa watu walioambukizwa 	female_feminine	6.4155	common_voice_sw_30397706.wav
panakuwepo na maendeleo endelevu ya jiji kukuza ushirikiano kati ya mamlaka za halmashauri zote 	female_feminine	7.5675	common_voice_sw_35214258.wav
unakadiriwa kuanza kutukuka mwishoni mwa elfu moja na mia nane 	female_feminine	6.8475	common_voice_sw_29794139.wav
ambayo inadaiwa kusubiri uzinduzi wa hisa mwaka elfu mbili na ishirini na moja 	female_feminine	7.97965625	common_voice_sw_30122441.wav
muhammad aliishi miaka kama arobaini bila kuwa na imani ya mungu pekee 	male_masculine	5.5155	common_voice_sw_29484382.wav
watu inakua kwa gharama ya warusi na wakaazi 	female_feminine	5.3355	common_voice_sw_35586593.wav
mlima kilimanjaro wakiwemo mbega na nyani 	male_masculine	3.1755	common_voice_sw_29941787.wav
profesa benno ndulu aliteuliwa kuwa gavana mwaka elfu mbili na nane 	female_feminine	5.6235	common_voice_sw_37217951.wav
nguo zimeletwa 	male_masculine	2.0955	common_voice_sw_36383901.wav
safari hii ambayo inaweza kuchukua kama saa nne 	male_masculine	5.8035	common_voice_sw_30650344.wav
wetu aligonga mwamba uliowekwa chini ya maji na 	male_masculine	7.2075	common_voice_sw_36067507.wav
wa tarehe saba mwezi wa tatu mwaka elfu moja mia tisa sitini na tatu 	male_masculine	4.8675	common_voice_sw_37091464.wav
wabunge wameenda bungeni 	male_masculine	2.3475	common_voice_sw_36350146.wav
mwanzoni wafanya biashara wengi walitoka milki za uarabuni 	male_masculine	6.8835	common_voice_sw_31306392.wav
redio ni njia muhimu ya kusambaza habari na utamaduni 	male_masculine	4.2555	common_voice_sw_37097726.wav
ni mchezaji chipukizi ambaye anacheza beki kulia na kiungo 	male_masculine	4.3635	common_voice_sw_29939224.wav
kwa hiyo lugha imekaribia kutoweka kabisa 	female_feminine	3.9675	common_voice_sw_29211515.wav
lakini aliondoka mwaka mmoja baadaye 	male_masculine	3.6435	common_voice_sw_28725677.wav
zamani ilionekana ni mkosi mwanamke kuzaa watoto wawili 	female_feminine	4.4355	common_voice_sw_30048297.wav
wakauchukua mwili wa karume na kuukimbiza hospitali 	female_feminine	5.6955	common_voice_sw_31590761.wav
mkewe kirango sana 	male_masculine	2.3475	common_voice_sw_32092784.wav
halafu mtu hakupendi au mtu ana kisasi na wewe 	male_masculine	4.8675	common_voice_sw_36039925.wav
katika miaka iliyofuata castro alionekana mtulivu 	male_masculine	4.3275	common_voice_sw_30179792.wav
washiriki wa maadhimisho ya sabasaba wanaweza kujifunza vitu mbalimbali 	female_feminine	8.6475	common_voice_sw_30562075.wav
imepakana na ubelgiji ufaransa na ujerumani 	female_feminine	4.9035	common_voice_sw_28584758.wav
bahati na mkasa 	male_masculine	2.7075	common_voice_sw_31304335.wav
udhaifu unapatikana mtu akikosa ushirikiano kabisa 	male_masculine	4.99165625	common_voice_sw_30630066.wav
maadhimisho ya uhuru wa jamhuri ya kidemokrasia ya kongo yalifanyika 	female_feminine	7.0275	common_voice_sw_30325406.wav
baada ya tangazo hili nelson mandela alikubali kuondoka gerezani 	female_feminine	4.8675	common_voice_sw_28961549.wav
mwaka elfu moja mia tisa tisini na tatu mamia ya wasanii hasa kutoka 	male_masculine	6.5955	common_voice_sw_36389716.wav
koo za wajita wajita wana koo nyingi kama vile 	female_feminine	3.8595	common_voice_sw_37092912.wav
hadi mwaka elfu mbili na mbili 	female_feminine	3.1035	common_voice_sw_34958853.wav
karume alishinikiza kwa nyerere wapewe kazi tanzania bara aweze kupumua 	female_feminine	5.7675	common_voice_sw_29791443.wav
kuacha mpango wake wa nyuklia baada ya taarifa kuwa nchi hiyo 	male_masculine	4.6155	common_voice_sw_36380917.wav
wanyama mbalimbali huonekana kirahisi na kwa wingi katika hifadhi ya mikumi 	female_feminine	4.8675	common_voice_sw_29923608.wav
januari ishirini na moja vikosi vya tanzania vilivuka mpaka wa uganda 	female_feminine	4.5075	common_voice_sw_30653644.wav
mlikubali kufanya kazi ngumu ili mimi na ndugu zangu tuweze kujivunia 	female_feminine	5.4075	common_voice_sw_29791519.wav
kutoka kaskazini mwa iraq kuelekea nchi uturuki 	female_feminine	3.8235	common_voice_sw_35099043.wav
jiografia ya wilaya ipo kilomita mia moja na tano kutoka manispaa ya bukoba 	female_feminine	6.7035	common_voice_sw_29925692.wav
kuwazuia wanyama hao kuvuka kuingia kenya 	female_feminine	5.3355	common_voice_sw_29793688.wav
zanzibar ni nchi yenye matumaini katika uchumi 	female_feminine	4.5075	common_voice_sw_30036141.wav
hasa alichunguza atomu na mfumo wake 	male_masculine	3.5355	common_voice_sw_29595113.wav
dini ya uislamu ina kiasi cha asilimia tisini na saba za wananchi wote 	male_masculine	6.1275	common_voice_sw_36256327.wav
walikuwa mabalozi wa mkwawa aliyetaka kujadiliana na wajerumani 	male_masculine	7.9635	common_voice_sw_30256935.wav
katika mapambano hayo alifuata mapokeo ya mt 	female_feminine	6.1635	common_voice_sw_28581623.wav
eneo moja la hifadhi litumike maalumu kwa ajili ya uhifadhi wa wanyamapori pekee 	female_feminine	8.5035	common_voice_sw_30390045.wav
kuna aina mbalimbali za miti kwenye msitu huo 	female_feminine	4.3635	common_voice_sw_30177025.wav
mtaalamu mmoja alisema kuwa luther asingetengwa na kanisa katoliki la leo 	male_masculine	7.4235	common_voice_sw_30143550.wav
mkoa wa manyara una wabunge watatu wa viti maalum 	female_feminine	4.5435	common_voice_sw_35103509.wav
baada ya muungano wa nchi hizi mbili uliozaa tanzania karume alikuwa makamu wa rais 	male_masculine	7.5675	common_voice_sw_29945905.wav
ya mtetezi wa haki za mashoga nchini humo 	female_feminine	4.0035	common_voice_sw_35099436.wav
anaheshimiwa kama mtakatifu bikira hasa tarehe ya kifo chake 	female_feminine	4.9035	common_voice_sw_29240591.wav
mibuyu na migunga pia mibabara au miturituri 	female_feminine	4.3635	common_voice_sw_30074611.wav
usiniangalie 	female_feminine	2.6355	common_voice_sw_35183466.wav
hata juu ya imani hizo za jadi ni kweli kwamba zilimjua mungu kwa namna 	male_masculine	6.8475	common_voice_sw_36374840.wav
lakini ikumbukwe kwamba wamanyema kiasili kabisa ni watu kutoka koo zao zilikwenda zinahama hama 	female_feminine	9.3675	common_voice_sw_34760808.wav
hati nyingine zinahusu injili ya uhai kwa ajili ya waumini wake 	female_feminine	6.8835	common_voice_sw_30375837.wav
mahitaji mengine hayahusiana na uagizaji wa bidhaa 	male_masculine	4.2555	common_voice_sw_37229822.wav
makao makuu yapo jijini nairobi 	male_masculine	3.2835	common_voice_sw_28878546.wav
ni bidhaa muhimu viwandani 	male_masculine	3.2475	common_voice_sw_28735725.wav
tanzania kuipiku kenya katika soko la uganda 	female_feminine	4.5075	common_voice_sw_30435985.wav
maneno yoyote ya mshangao yanaweza kusababisha makosa katika operesheni hiyo nyeti 	female_feminine	6.7035	common_voice_sw_30638402.wav
mti mrefu sana 	male_masculine	1.5555	common_voice_sw_36382570.wav
haukwa kwa ajili ya kuutangaza utamaduni wa afrika 	male_masculine	5.4075	common_voice_sw_30577845.wav
alipenda timu icheze mpira wa kuvutia 	female_feminine	4.3275	common_voice_sw_30495672.wav
yao ya kila siku marekani imekuwa mstari wa 	male_masculine	5.1555	common_voice_sw_30654269.wav
mwalimu mkuu alimtaka mwalimu jamal amuachie hilo suala alishughulikie 	male_masculine	6.5955	common_voice_sw_30062339.wav
alipata elimu yake ya mapema kutoka kwa esakhel 	female_feminine	4.6875	common_voice_sw_28584875.wav
kwa sababu kuna aina nne za virusi vya dengua 	female_feminine	4.0755	common_voice_sw_30659031.wav
mtoto wa ruhanga ambaye alitumwa kuanzisha nchi ya karagwe 	male_masculine	5.6595	common_voice_sw_30364601.wav
mji mkuu ni rutana 	male_masculine	3.4275	common_voice_sw_28815709.wav
spishi hizi zina pembe kali 	male_masculine	3.7155	common_voice_sw_28583108.wav
ronaldo alianza vizuri michuano ya kombe la dunia 	male_masculine	4.6155	common_voice_sw_30091176.wav
dokta hussein mwinyi alianza safari yake ya kisiasa mwaka elfu mbili 	female_feminine	5.3355	common_voice_sw_34906989.wav
miezi minane toka atoe kitabu hicho mzee mkapa ameaga dunia 	female_feminine	6.3075	common_voice_sw_30667253.wav
castro aliiongoza cuba kuwa taifa jipya lisilokuwa na mafungamano yoyote 	female_feminine	5.6235	common_voice_sw_31596741.wav
ilivisa kama hivi visiwahi tokea tena 	female_feminine	3.8235	common_voice_sw_34745860.wav
wachagga wana desturi ya kuwaenzi wazee wao 	female_feminine	3.9675	common_voice_sw_35154903.wav
mpakani na koloni la kireno la msumbiji hadi mogadishu somalia 	female_feminine	5.0835	common_voice_sw_35103846.wav
milima ya nyabweshongoile na milima ya nyakagando 	male_masculine	4.9035	common_voice_sw_29976799.wav
ziwa nakuru bila kusahau tsavo nchini kenya 	female_feminine	4.5075	common_voice_sw_30653721.wav
wachunguzi waliweza kumfanyia utafiti kiumbe huyu 	female_feminine	4.6155	common_voice_sw_29788076.wav
mwombaji akiamua mwizi auawe basi kwa vile anaonekana kwenye matambiko 	male_masculine	6.5955	common_voice_sw_30631353.wav
diego maladona aliacahana na dunia rasmi 	female_feminine	4.4355	common_voice_sw_30338462.wav
kupitia mashirika mablimbali ya kitume mwanzoni kabisa 	female_feminine	4.0755	common_voice_sw_35279565.wav
wanyama wadogowadogo kama nyani na digidigi wanapatikana kwenye milima hiyo 	female_feminine	5.3355	common_voice_sw_30582102.wav
ambapo ndama laki nne huzaliwa katika kipindi cha wiki sita 	female_feminine	5.85565625	common_voice_sw_30003950.wav
nimonia na kikohozi kisichoisha kwa tafsiri ya kawaida ni maambukizi yanayojitokeza kwenye mapafu 	female_feminine	8.5035	common_voice_sw_30522726.wav
na umuhimu wao wa kitaifa moscow sankt petersburg na sevastopol 	male_masculine	7.7835	common_voice_sw_34764220.wav
aliwahi kucheza timu ya taifa ya burkina faso 	male_masculine	4.0755	common_voice_sw_28745413.wav
inapofikia sherehe ya eunoto yaani ujio wa umri 	female_feminine	4.5435	common_voice_sw_35105249.wav
protini iliyoko kwenye uyoga inafikia kiwango cha asilimia arobaini 	male_masculine	6.6675	common_voice_sw_30117896.wav
yeye ndiye mwanamke wa kwanza kuwa katibu wa taifa wa nchi ya marekani 	female_feminine	6.1635	common_voice_sw_29700539.wav
wanawake hula nyama kama njia ya kutoa shukurani 	female_feminine	4.7235	common_voice_sw_29791255.wav
kaika kabila la wasukuma kuna mila za jumuiya 	male_masculine	3.8595	common_voice_sw_30376063.wav
ukaogopa na kuanza kukimbia lakini ni nyoka 	male_masculine	5.0835	common_voice_sw_36013858.wav
wakijaribu kujiokoa meli haikuwa na boti za kuokolea za kutosha 	female_feminine	4.7955	common_voice_sw_30653913.wav
edwin david dekele hii leo anaangazia swala 	male_masculine	3.9675	common_voice_sw_36318716.wav
eneo hilo ilikuwa chanzo cha kilimo cha umwagiliaji na 	male_masculine	4.3275	common_voice_sw_36013971.wav
ujenzi wa reli ulianza mwaka elfu moja mia nane tisini na tano 	male_masculine	5.8755	common_voice_sw_30317647.wav
nyumbaniingawa athari yake kwa afya ya wanadamu ndilo suala sugu 	male_masculine	4.3275	common_voice_sw_36390053.wav
ya matokeo ya uchanguzi wa nchini marekani mathlan gazeti la kikomunisti hili 	female_feminine	7.3155	common_voice_sw_34747286.wav
mwaka elfu moja mia tisa sabini na saba alianza elimu hiyo 	female_feminine	6.89965625	common_voice_sw_30105540.wav
rubondo ina ukubwa wa kilomita za mraba mia nne hamsini na sita 	female_feminine	4.9755	common_voice_sw_31285770.wav
mbuga za wazi zinashamiri kwenye uwanda wa mafuriko 	female_feminine	4.9755	common_voice_sw_29791982.wav
pia skimu ya umwagiliaji iliyopo ndungu inasaidia katika shughuli za kilimo cha mpunga 	female_feminine	8.0355	common_voice_sw_30317270.wav
alanzisha zoezi la kugawa ardhi ekari tatu tatu kwa wananchi wote 	female_feminine	5.4435	common_voice_sw_31446497.wav
kila kinachowapendeza ndani ya macho yao ndicho wanachofanya 	female_feminine	7.2435	common_voice_sw_29793689.wav
bila kusahau tanzania inayo mipaka ya anga kupitia viwanja vya ndege 	female_feminine	5.7675	common_voice_sw_30313738.wav
aliandika kuwa anatumai kuwa kitabu hicho kitatoa mchango katika historia ya tanzania 	male_masculine	7.8555	common_voice_sw_29996210.wav
mradi wa utafiti unaweza pia kuwa upanuzi wa kazi ya zamani katika shamba 	female_feminine	6.8835	common_voice_sw_28718657.wav
hivyo kifo chake kilimlazimisha jacob awatafute ndugu hao 	male_masculine	4.9035	common_voice_sw_36381033.wav
matokeo rasmi ya uchaguzi wa chama tawala cha pdb yaonyesha kuwa rais jonathan 	male_masculine	6.1635	common_voice_sw_36373754.wav
sokoine alianza vita dhidi ya wahujumu uchumi 	female_feminine	4.7235	common_voice_sw_30177754.wav
shule hii hana majumba 	male_masculine	2.9955	common_voice_sw_28725594.wav
bo vipi mpenzi msikilizaji wa redio france international karibu katika makala ya mziki ijumaa 	female_feminine	7.7835	common_voice_sw_35588550.wav
kipekecho cha warangi kilichongwa kutokana na mti 	male_masculine	4.9035	common_voice_sw_30364433.wav
kuna aina chache tofauti za ugonjwa wa kisukari 	female_feminine	4.6875	common_voice_sw_29925485.wav
ni kama picha au hata sanamu ya kiumbe kile 	female_feminine	5.4435	common_voice_sw_28672850.wav
siasa rais mpya wa malawi lazarus chakwera alikuwa muhubiri wa kanisa la kiinjili ambaye 	male_masculine	8.1435	common_voice_sw_36257005.wav
husababishwa na joto la jua 	male_masculine	3.4635	common_voice_sw_29146785.wav
blia kusahau halmashauri ya wilaya ya chato na halmasahauri ya mji wa geita 	male_masculine	6.7035	common_voice_sw_29948454.wav
akicharaza ngoma kwa ustadi wakati akiwa katika jukwaa alikuwa akipenda kubadili miondoko kwa hiyo 	female_feminine	6.7755	common_voice_sw_35103444.wav
umma katika nchi hii ya kiafrikaaliteuliwa na rais filipe nyusi lakini maamuzi hayo 	male_masculine	7.4235	common_voice_sw_37083796.wav
malaria ni ugonjwa hatari kwa mama wajawazito 	male_masculine	3.9675	common_voice_sw_31305386.wav
sile maua hula wadudu kwa majani na juu ya maji 	male_masculine	6.3075	common_voice_sw_28662015.wav
maeneo ya kaskazini ni ya juu kidogo 	female_feminine	3.6435	common_voice_sw_29470120.wav
pori la biharamulo lina ukubwa wa kilomita za mraba mia saba thelathini na moja 	female_feminine	6.8475	common_voice_sw_29922494.wav
alisafiri kote pakistan kukusanya hazina za watu 	male_masculine	4.3275	common_voice_sw_28695728.wav
wapo wanaodhani kwamba mrembo ni lazima uwe na umbo namba nane 	female_feminine	5.85565625	common_voice_sw_30080245.wav
huku wakipigwa butwaa wasijue la kufanya wakazi hao 	female_feminine	5.1555	common_voice_sw_35526214.wav
tutahesabu maneno yote 	female_feminine	2.5275	common_voice_sw_34843286.wav
viumbe hai ndege ni pamoja na ndege john na mbuni 	female_feminine	4.0755	common_voice_sw_29791089.wav
mtemi wa same mohammedi kibacha singo aliacha uongozi baada ya mila za jadi kusitishwa 	female_feminine	5.9835	common_voice_sw_30582055.wav
ndiko kulikogunduliwa masalia ya viumbe wa jamii ya watu wa kale 	male_masculine	5.5875	common_voice_sw_30091655.wav
pia hali ya hewa ya maeneo hayo inakuwa ni nzuri na salama zaidi 	male_masculine	5.81965625	common_voice_sw_30629125.wav
magonjwa yanayotibika na yasiyotibika kama kansa ukimwi na kifua kikuu 	female_feminine	6.5595	common_voice_sw_30315260.wav
kwani kila jamii iliyoishi eneo hilo imeacha aina fulani ya kumbukumbu 	male_masculine	5.7675	common_voice_sw_29787844.wav
pwani ya nigeria vilikuwa lagos na badagry wangi 	female_feminine	6.4155	common_voice_sw_34747472.wav
tanzania inafuata matakwa ya ukweli na uwazi 	male_masculine	3.4275	common_voice_sw_29942036.wav
huku wengine wakipigwa na kunyanganywa vifaa vyao vya kazi 	female_feminine	5.0835	common_voice_sw_35104516.wav
bayern ikaendelea kutwaa makombe ya ndani kila msimu 	male_masculine	4.0755	common_voice_sw_30478522.wav
ardhi ya morogoro ina takribani rutuba ya kufaa kwa mazao mengi 	male_masculine	5.5875	common_voice_sw_29528404.wav
nchu nkwavo 	male_masculine	3.6435	common_voice_sw_31949355.wav
grace alikuwa mwanawake mrembo sana msumbiji nyakati zile 	female_feminine	7.1355	common_voice_sw_30566632.wav
ujerumani walifikia mafanikio waliyokuwa nayo brazil na italia 	male_masculine	5.1555	common_voice_sw_29788312.wav
sio vigumu kwa mtu anayemtafuta mkuu huyu wa wilaya miongoni mwa umati kumkosa 	female_feminine	7.2435	common_voice_sw_29798050.wav
kwa miezi miwili tanzania na uganda zilipigana katika mashambulizi madogo 	female_feminine	5.4075	common_voice_sw_30653668.wav
ann dunham mama yake obama amefariki mwaka elfu moja mia tisa tisini na tano 	male_masculine	7.8555	common_voice_sw_36385524.wav
wanajeshi wa uganda walisonga mbele kwa tahadhari 	female_feminine	7.2075	common_voice_sw_30563449.wav
utapata hisia mbalimbali ukiwa unaupanda na utaona mandhari ya kuvutia 	male_masculine	6.3435	common_voice_sw_29978865.wav
kutokana na wepesi wao wa kujikusanya 	female_feminine	3.1755	common_voice_sw_34980733.wav
hispania walitolewa nmapema sana kwenye michuano 	male_masculine	3.9315	common_voice_sw_30376543.wav
sehemu ya bara ni tambarare 	male_masculine	4.9035	common_voice_sw_28669961.wav
cross ana dada wawili 	female_feminine	2.6355	common_voice_sw_28667945.wav
mandela alizaliwa katika kijiji cha mvezo kwenye familia moja ya kifalme 	female_feminine	5.4075	common_voice_sw_29793813.wav
kuna dawa ambazo zinatoka katika nchi ya china 	female_feminine	3.8235	common_voice_sw_35183903.wav
anataka sheria hiyo ili kuweza kudhibiti machafuko na ghasia yanayofanywa kumshinikiza 	female_feminine	6.7035	common_voice_sw_35409485.wav
miaka kadhaa baadaye alirudi roma ili kushughulikia suala la mama yake kutangazwa mtakatifu 	male_masculine	9.1155	common_voice_sw_28259748.wav
ikiwa unafikiria kununua gari chunguza uchafuzi wake wa nitrojeni 	female_feminine	6.0555	common_voice_sw_34979788.wav
redio zinategemea sana masafa katika kuwafikia wasikilizaji 	female_feminine	5.8035	common_voice_sw_34743503.wav
malengo mengineyo yalikuwa ni katika kulinda maslahi ya jamii ya kabila la wamaasai 	female_feminine	7.3875	common_voice_sw_30332061.wav
naye amedadavua kuhusu buha na mahusiano ya kikanda 	female_feminine	5.2275	common_voice_sw_36643669.wav
nitakuwa mtumishi wa watanzania wote ningependa kuwashukuru wagombea wenzangu wa urais 	female_feminine	6.9555	common_voice_sw_29791969.wav
mfugale alisajiliwa kama mhandisi mtaalamu na mhandisi mshauri 	female_feminine	6.2355	common_voice_sw_30072745.wav
mwingereza spink aliona mwaka elfu moja mia tisa arobaini na nne 	female_feminine	6.0555	common_voice_sw_29848006.wav
ana mapenzi mazito na mkewe 	male_masculine	3.4275	common_voice_sw_28260625.wav
kiwi anatoka familia moja na mbuni 	male_masculine	3.8235	common_voice_sw_30579043.wav
uwanjani milango ya chini ikafunguliwa wanyamapori wakali 	female_feminine	4.8675	common_voice_sw_36106589.wav
huenda idadi ya vifo ikawa kubwa zaidi 	female_feminine	4.0035	common_voice_sw_34766441.wav
mojawapo ya hifadhi hizo zilizowahi kutwaa tuzo za hifadhi bora ni 	female_feminine	7.9275	common_voice_sw_30659361.wav
baganda walikuwa watu wastaarabu alisema mtaalamu wa historia 	male_masculine	4.3275	common_voice_sw_29941495.wav
mkwawa alisikia habari za wajerumani akajaribu kuwasiliana nao lakini hawakuelewana 	male_masculine	6.8475	common_voice_sw_30091394.wav
timu za taifa pia kumekuwa na kasumba ya muda mrefu kwamba timu za taifa 	male_masculine	7.0635	common_voice_sw_35132695.wav
nipe sukari kilo moja 	male_masculine	3.1755	common_voice_sw_30343228.wav
hayo yote hupatikana katika chakula 	female_feminine	3.6435	common_voice_sw_28733240.wav
joana antónia quintas 	male_masculine	4.1475	common_voice_sw_29726457.wav
hasa anajulikana kwa kugundua elektroni 	male_masculine	5.3355	common_voice_sw_29657692.wav
mto rau na rufiji bila kusahau mto rufugu 	male_masculine	4.9755	common_voice_sw_30327412.wav
maziwa yaliyochanganywa na siagi hutumika sana 	female_feminine	4.9035	common_voice_sw_30054866.wav
hivyo si sehemu ya eneo la kodi za pamoja la ulaya 	male_masculine	6.4875	common_voice_sw_28662025.wav
wameendelea kutaka pande zote mbili za sudan kumaliza tofauti zao 	female_feminine	6.2355	common_voice_sw_34761595.wav
thiago alcantara na javi martinez wakajiunga bayern munich 	female_feminine	6.4875	common_voice_sw_30144542.wav
uchaguzi wa kwanza wa vyama vingi ulifanyika 	male_masculine	7.4955	common_voice_sw_31660544.wav
mpandaji wa mlima huu anapitia kanda tofati za hewa 	male_masculine	5.6955	common_voice_sw_29945047.wav
tunaangalizia ligi kuu za soka katika mataifa 	female_feminine	3.9675	common_voice_sw_37212059.wav
na kuwa maarufu zaidi kutona na bishara za watumwa ambazo kwa kiasi kikubwa zilifanywa 	male_masculine	6.8835	common_voice_sw_37087368.wav
ndio watakaotakiwa kuongoza jahazi la kuhakikisha yanga sasa inapata mafanikio 	male_masculine	7.1355	common_voice_sw_29837306.wav
hata hivyo wapare nao wana utani wao kwa wachaga 	female_feminine	5.8755	common_voice_sw_30329142.wav
hutumiwa kupika uji na ugali pia unga ulioshikamana 	female_feminine	5.5155	common_voice_sw_31285495.wav
sisi hawawezi kuenda uko waje kwetu 	female_feminine	3.0675	common_voice_sw_35099630.wav
hivyo neno pare linatokana na neno mbare likiwa na maana ya kabila 	female_feminine	8.2155	common_voice_sw_30372710.wav
unaweza kutembelea hifadhi hii wakati wote wa mwaka 	female_feminine	6.4155	common_voice_sw_30224247.wav
kuteuliwa kuingia shuleni ni kwa mashindano huria katika mtihani 	male_masculine	5.0835	common_voice_sw_29023422.wav
je kanali mahfoudh alijua kilichotarajiwa kutokea 	female_feminine	5.2635	common_voice_sw_34958077.wav
wanyambwa ni kundi linaloonekana wazi kwenye kabila hili ambao huongea lafudhi ya kinyambwa 	female_feminine	8.0355	common_voice_sw_30195751.wav
ukizingatia kuwa mbali na shinyanga kabla ya kugawanywa bado mkoa wa mwanza na tabora 	male_masculine	7.4235	common_voice_sw_29923646.wav
tiba ya malaria hulenga kuondoa vimelea vya plasmodium kwenye mfumo wa damu ya mgonjwa 	female_feminine	6.5235	common_voice_sw_30574760.wav
anaishi berlin ujerumani 	female_feminine	4.0035	common_voice_sw_28877445.wav
wengi wanaujua zaidi mlima kilimanjaro kutokana na upekee wake katika bara la afrika 	female_feminine	6.5235	common_voice_sw_29818344.wav
za mchezaji bora wa soka duniani ballon dor 	male_masculine	4.3275	common_voice_sw_36373493.wav
kwa hiyo ni ni muhimu michango iende 	male_masculine	4.7235	common_voice_sw_37084622.wav
wandengereko ni kabila la watu wa tanzania wanaoishi kusini mwa dar es salaam 	female_feminine	6.0555	common_voice_sw_30017631.wav
wanawake wa kimasai daima wamekuwa wakikaa pamoja katika majukumu yao ya kila siku 	male_masculine	8.6475	common_voice_sw_29795927.wav
ilikuwa muhimu zaidi kwa sababu ilikuwa karibu zaidi na mji wa zanzibar 	male_masculine	6.6675	common_voice_sw_29954159.wav
akiwa na miaka minne alikuwa mchezaji bora 	female_feminine	4.3635	common_voice_sw_29788265.wav
vijana hao sio mapacha wala hawajazaliwa na mama mmoja mama zao ni wanyarwanda 	female_feminine	7.4235	common_voice_sw_35104531.wav
wilaya ya ukerewe ingeweza kuwa moja ya maeneo ya vivutio vya utalii 	male_masculine	5.6235	common_voice_sw_30381837.wav
kama mto ni mdogo huitwa kijito 	female_feminine	2.9235	common_voice_sw_35105441.wav
wajerumani waliifanya bagamoyo kuwa makao makuu ya utawala wao 	female_feminine	5.2635	common_voice_sw_30022822.wav
baki maanake kilichobakia 	female_feminine	5.4075	common_voice_sw_31910139.wav
kuelekea kwenye maeneo ya bara la afrika mashariki 	male_masculine	4.2555	common_voice_sw_29839011.wav
ukizingatia kuwa koo hizo zilikuwa chache kiidadi kuliko wenyeji 	female_feminine	5.8755	common_voice_sw_31590964.wav
baada ya hifadhi ya taifa ya ruaha kuongezwa ukubwa wa eneo lake 	male_masculine	4.9755	common_voice_sw_30470845.wav
